My son loves it. Easy set up. And the best part is the case.,Unknown    
Bought this as a gift for my 3 year old granddaughter. She is learning how to get to her apps and play some games on it. I like that I can have contol over what she can watch and play.,Unknown    
I bought this for my daughter. It's a little limited in what it can do  but she loves it. She's a little too young to understand the games  but she loves watching cartoons on it.,Unknown    
I bought this for my 21 month old daughter and she has already learned how to use it. What a great way to keep her busy and quiet at the same time. Thanks.,Unknown    
I was not a fan of the Amazon type operating system that is on the tablet. Ended up taking it back because it was not what I wanted  not as easy and supportive of games and apps as an Android tablet..,Tablet
Used it for learning apps for my 3 yo other than the fact that she put it in the dryer (while I was throwing clothes in there) and completely broke it  it works wonders. It's the 2nd one I've bought..,Learning Apps 
Bought this for my 3 kids aged 9 7 and 2. They all use it with ease. They each have their own account with appropriate games.,Unknown    
Great for little kids the case on it is amazing. My daughter loves it. Only thing I would change is the sound a little louder and screen a little bigger.,Unknown    
I bought this for learning and entertaining purposes. My daughter is 5 & enjoys it. I compared this to other learning tablets and found for the price & protection plan this works best for us.,Learning Tablet 
I bought this as a way to easily read while on the go. I'm disappointed as it's really too big too easily carry around. I've discovered it's not all that easy to use it for reading purposes.,Unknown    
The setup was super easy  the rugged case is awesome  and the selection of books  games  and movies v for the kids is fantastic! The two year no questions warranty makes it even better!...,Unknown    
This is really good if you read a lot  doesn't strain your eyes and very light weight. Only demerit is - cant use in night if there is not enough light..,Unknown    
What I really like is that you can set up different profiles( boy girl and myself ) and still you can use any device to play to favorite profile.I bought 2 and kids are very happy..,Unknown    
Will work well for the purpose it was purchased. My child will love the fun and games that he can play. Very child appropriate and user friendly.,Unknown    
This is a nice little tablet  for me since I don't do a lot on a tablet  it's a great size. It took a little getting use to working with  but am a little more comfortable with it now..,Tablet
I bought this for learning and entertaining purposes. My daughter is 5 & enjoys it. I compared this to other learning tablets and found for the price & protection plan this works best for us.,Learning Tablet
was supposed to be a gift. there was a glitch in your computer system and it told me I wouldn't receive in time. ordered another one from someone else.,Unknown    
This was a gift for a 4 year old who was enjoying it immediately with very little adult assistance required. Haven't used it myself  but probably won't  its for kids! Good purchase..,Unknown    
As an existing Amazon Prime member  this is a no brainer. Has all the parental controls and kids can have a decent tablet that is durable for use  at a good price..,Tablet
Works great ! Geating this one for my grandson for Christmas! He plays with his sisters now ! Well protected when they drop them ! Great learning experience !...,Unknown    
What can I say  if you enjoy books and magazines it's hard to beat. Not backlit but not an issue for me. I take it everywhere and enjoy this version very much.,Unknown    
I didn't want to buy my 8 year old something really expensive but I wanted a good device so I tried this out and she loves it. The case that comes with it makes it almost indestructible..,Device
This makes for a decent tablet for a kid with the kids edition  but I'm not sure I'd want it as an adult. There are much better tablets on the market. But since it's cheap  that's to be expected.,Tablet 
Owned a kindle fire HDX for GameCircle years. Finally decided Goodreads upgrade. This fire HD 8 is great.,Kindle Fire HD 8
I'm a big fan of Amazon and their products  but this tablet is just ok. The build quality is great and the image is very good  but the software is mediocre at best. Worth the price.,Amazon Tablet
for 33 dollars its a great option. although it was a black friday special its perfect for kids especially considering the amount of damage it can handle!..,Unknown    
This tablet is small  compact and easy to handle. It's easy to figure out the main functions. My one complaint is that it does not support some big apps such as Dropbox or Google Drive.,Tablet
This was a Christmas present. The person that received it was very happy with it..,Unknown    
Goog tablet the only bad part is that you have to be creating a profile and thats where it gets complicated because when they sell u the tablet they saw its for kids...,Google tablet
This is all around a great tablet. My 1yr old can use it with ease. Also love how we can change the profiles to suit adults as well.,Unknown    
This is great for learning for little kids. Easy set up. in about a hours time my 3 yrs grandson new how to navigate through the whole system.,Learning System
This is a great tablet for children and really has an easy to use format. The apps work well and keep the kid entertained by not distracting them with the mechanics..,Tablet
This make an excellent ebook reader. Don't expect much from this device except to read basic ebooks. The good thing is it's cheap and good to read in the sun.,Ebook reader
I can lock the screen so he can't mess anything up while I'm playing him an educational video plus built in case to handle and accidents this tab is golden...,Unknown    
The Amazon fire tablet is a great gift for kids of all ages . Ez and fun to use keeping kids entertained while giving them educational tools to use at their grade level and hire..,Amazon Fire Tablet
Very easy to set up with an Amazon prime account. Haven't had to pay anything  great for small kids. Like the protective cover that goes on this device.,Unknown    
I bought this for my grandson who loves it. Easy to understand and lots of great apps to download. Forget the iPad - buy this instead and get the same functionality for way less money.,Tablet
The kindle fire is great especially the kid version. The free time app keeps the kids out of my files and prevents them from messing with tablet settings..,Kindle Fire
Goog tablet the only bad part is that you have to be creating a profile and thats where it gets complicated because when they sell u the tablet they saw its for kids...,Google Tablet
This is well constructed for kids. My biggest reason I don't like it is it asks for a credit card  for a kids tablet. I suggest you buy a prepaid credit card or a Amazon gift card for game purchases!.,Kids Tablet 
Bought this with the intention of reading more  it serves it's purpose! I will be purchasing another one soon for my nephew  for his books and learning games...,Bookshelf 
This was purchased for my older grandson  age 6  for Christmas and as I stated in another review it has had games downloaded on it and will be ready to use when it is opened by him...,Unknown    
I love everything about it  except the glare. Great product though  easy to use  great movie quality as well. I just wish I could read it on the beach.,Unknown    
I bought this for my daughter for Christmas. I could set her as a user and make it safe for her age. I downloaded books and apps with ease.,Unknown    
Great Tablet for children...,Tablet
We are used to iPads in our house. This has taken some learning to get used to a slightly different format  but it works great!! The price point is perfect for kids to use without the worry..,Tablet
Great tablet for the price. We have a tendency to go through multiple tablets a year with the little kids. This is a great price and does everything we want for our young kids.,Tablet
Our kids love it and the Amazon unlimited is fantastic with tons of options. However  our kids still fight over usin our grownup tablet bc the screen is larger..,Tablet
My 5 and 8 year olds love these tablets. They are able to play age appropriate content. Tablet seems well powered and the case is providing good protection.,Unknown    
My 2 yr old loves his tablet. Best purchase ever. It has great educational videos and is easy for him to work on his kids profile.,Tablet
I had always been looking to upgrade my original Kindle. I love the new touch features and display on this one. The size also makes it very easy to transport.,Kindle 
This was a life saver on our recent cross country flight. It was nice not having to worry if my three year old was too rough with it  knowing it had a great Amazon warranty..,Amazon Warranty
I got this tablet to replace my sons old one  I love the adult/child profile and the ability to have the 2 year replacement warranty. The case has also came in handy many times..,Tablet
My sister in-law recommended these to my wife and I and I thought I would try one. They are just the right size to lay in bed of a evening and read a good book for a while..,Unknown    
So far this tablet has been efficient. It kinda bad is difficult to use and it seems to require a lot of steps to get the kids profiles set up and it actually does not do everything I hoped it would..,Tablet
Got this for my 2 year old granddaughter for Christmas. She plays on it till we have to recharge it! She loves it! Great little tablet with a host of capabilities..,Tablet
I got this for my 3 year old after he broke my tablet. It is perfect for him! I love that it comes with all the games and apps. He has dropped it several times and no issues.,Unknown    
Got this for my 3 year old due to it having the bumper and I will tell you it's well worth it. I couldn't tell you how many times its been dropped and survives every time..,Unknown    
The kindle over all is great. There's only one thing I would want better and that is the speaker. My last kindle was louder.,Kindle
It's nice but not as easy to switch profiles as I would like for it being a child's tablet. But overall easy to use just a lot of junk on main profile..,Child's Tablet
My 5 year old son loves his kindle. He can fully work it himself. We love all the he age appropriate games  learning apps  and books.,Kindle
Great buy after owning the original kindle Fire  it's very versatile and shows the progress made from the original. You can't lose and pair it with Amazon Prime..,Kindle Fire 
This is an awesome product.I also own a paperwhite  if you always read in good lighting I would recommend you save some money and buy this instead of the paperwhite..,Kindle
Good age appropriate learning tool for kids. There is a variety of apps kids can download to keep them from getting bored. Overall a good tablet for the kids.,Tablet
She has learned how to play games and learning games. Easy to get to her apps and learned how to download. She charges it every night so it can be ready for her when she gets out of school.,Games/Learning Apps
I was unable to find a new Kindle in-store and was excited to find Best Buy had them online and I could purchase it and have it delivered simply and easily...,Kindle
Seems to be great but just need a little more time to play with it. The main user is nearly four years old. Happy with it and gets excited when using it.,Unknown    
I absolutely LOVE my kindle. I go nowhere without it. It has kept me entertained for hours.,Kindle
This is great  my daughters first tablet and it came with everything she needed to get started. She loves the pink bumper guard and so do I for the safety..,Tablet 
We got this for our three year old daughter. At first she was not interested it it at all she just wanted my tablet but once she got use to it she now prefers it to my iPad..,Tablet 
I bought this to replace a damaged much more expensive tablet of my daughters. Great item and just as nice as the more expensive one. She absolutely loves it.,Tablet
Bought these for my grand children for Christmas and they have thoroughly enjoyed using their 'tablets' and the apps that can easily be saved on the tablet...,Unknown    
This make an excellent ebook reader. Don't expect much from this device except to read basic ebooks. The good thing is it's cheap and good to read in the sun.,Ebook Reader
So far I haven't had any trouble with this tablet. Only thing that sucks is this I can't text from it. If anyone who's an app for it let me know! Thank you !.,Tablet
I love my new Amazon Fire tablet it's great!! The perfect size to fit in my purse so that I can take it with me. I would definitely recommend to a friend..,Amazon Fire Tablet
Serves its purpose for the price. Would much rather have the iPad for ease of use  but it is well protected and good my my toddler to play with and not make me worry about it being broken..,iPad 
I am pleasantly surprised at how well this works. I bought the e reader and it didn't work so I was nervous buying this kindle. But it works great and my son loves it!.,Kindle
Tablet has worked without a hitch. We bought it for my father  who is just shy of 80. With a couple of instructions  he's been using it without further assistance.,Tablet
Nothing is perfect (even IPad). But for what you can do with this product for this price it is real excellent. Have more than one.,IPad
We have an iPad but bought this for the kids unlimited prime content. We have enjoyed it and it has a lot that the iPad doesn't. The menu could be more friendly but I like the parental limits it has.,Unknown    
Good tablet for a 1 yr old. At first was not interested and still not but bought in in case and maybe one day if they decided to use it on a road trip. Good product for the price.,Unknown    
The Kindle is amazing. This is my second one. The price was misleading however as I had to pay something like another extra 30 bucks to get rid of the ads.,Kindle 
Will work well for the purpose it was purchased. My child will love the fun and games that he can play. Very child appropriate and user friendly.,Unknown    
I purchased this tablet for my 4 year old daughter and its FANTASTIC! Its durable and very user friendly! Love all all the free educational games  movies & books!...,Tablet 
This is a great little tablet for my son. It is easy for him to navigate through and it also has parental controls . I can control how long he uses it and what he reads.,Tablet
I bought this for a family member with a disability. I didn't see any reviews for this purpose but so far it is working well. I felt the case would help if it was accidentally dropped.,Unknown    
I've purchased 5 of these for my kids the last few years. While they are playing a tablet or two  I keep the other tablets charged. I've enjoyed using them myself.,Unknown    
I bought this tablet for it's inexpensive price and quality. it's meant to be a portal to be able to purchase more products from Amazon and services but it really is a high-quality product..,Tablet
This Amazon Fire is better then I expected. It does exactly what I need it to do. Fits in my bag  very light weight.,Amazon Fire 
A bargain for the price especially for the coverage of the warranty. A gift for my 4 year old granddaughter. Things can happen to it.,Unknown    
Bought this for my wife. She is a constant reader and put away her previous Kindles for this one. She now has internet access also  so she can find more books anytime she wants.,Kindle 
Have been using my kindle app on my iPad for years but now can't Imagine using anything besides my kindle to read. Love the backlight so I can read at night..,Kindle
I bought this for my daughter. It's a little limited in what it can do  but she loves it. She's a little too young to understand the games  but she loves watching cartoons on it.,Unknown    
Haven't had any issues until recently my son's tablet won't charge anymore. Called geek support but they couldn't locate warranty so I'll have to go in..,Tablet
This is just perfect for my 7 year old nothing fancy  parental control is a bit confusing but i got it now  the case is perfect to keep it.safe just get a sd card for extra memory..,Unknown    
My son is constantly distracted and loves technology. Him being only two years old  this proved to be the perfect thing to keep him occupied and out of trouble..,Technology 
Love the case  table works very well  easy to download game and apps  but the life of the battery is not great. The battery fully charged only last about 3-4 hours..,Table 
Bought for my children. Holds plenty of apps. Safe to use with parental controls.,Unknown    
We are so pleased with this tablet. We purchased one for each of our grandsons. They can all use them  play games together and send messages to the grandparents once in awhile.,Tablet
I purchased these tablets for my grandchildren after purchasing 1 for another grandchild in October. They love them and their parents love being able to dictate how they use them..,Tablets 
This is the 3rd one I've purchased. I've bought one for all of my nieces. No other case compares to this one.,Unknown    
My only problem with this tablet is if you don't have internet you lose the pictures of the games you have installed and you have to guess to open them...,Tablet
I use this every day on my commute. Great battery life  no backlight but very readable with normal lighting. I like the built in dictionary.,Unknown    
We gave this tablet to our nine year old Grandaughter for her birthday. She loves it and we feel it is very sturdy. That is a very good thing when it comes to tablets and children.,Tablet
This tablet is AWESOME for kids. She is 3 years old and has had it since Christmas. It is easy for her to use and play on her own.,Tablet
Great for small children allows for limited time setting. Also allows parents to set a requirement for how long educational apps must be used before free time. Case works well.,Unknown    
I have really enjoyed my Tap. Alexa responds well and I love the charging dock on my desk. The only downside is the app used for setup is not very good.,Tap
I do like the portability of my Tap. You do lose some features from the Echo - like speaking to it from across the room. But i'm happy with it and it has good sound.,Tap 
If you want to listen to music you will have to sign for Amazon unlimited or Prime which is very expensive. Pandora does not work too well with this device as it does with Google Home..,Amazon unlimited or Prime 
Last Christmas I gave my nephew a fire stick  which he loved. In the meantime  I purchased an Amazon Tap for myself. Since he likes gadgets  I knew he would want one.,Amazon Tap
I use this hours a day. Whether it is for listening to spotify or turning on a wemo-device  the battery life  sound quality  and voice recognition is great..,Wemo-device
Sound quality is amazing. I really like the ability to take this on the go. Downside.,Unknown    
just okay! Product was for my girlfriend. Doesn't appear she uses it much except to steam music. Most of the questions I ask it I get nothing.,Music streaming service 
Was a little difficult to sync the first time. I really have only used the Tap to play music and to ask for the weather. I like that the device takes up little space in my kitchen.,Unknown    
It's pretty cool. Integration with Amazon Music via the mobile phone interface is a little iffy which is odd given both products come from the same company..,Amazon Music
The kids love it. They ask it silly questions which to my amazement it has an answer. I really like for the music aspect.,Unknown    
This item was very easy to use from the very beginning and was very responsive to my request and commands. I like the fact that you can also add other items to work with it..,Unknown    
bought as a gift for my daughter. actually sounds better and easier to set up than expected. the personal assistant feature is really amazing  instant response to requests for information and music.,Unknown    
This is actually my daughters device as I have no interest in a voice controlled spy. But  I will say that the sound from the speakers are pretty good for a small device..,Voice-controlled Spy
I bought one for myself and a couple as gifts  it's cute but still haven't figured out what's so great about it. I will say that it does pick up your voice throughout a huge room..,Unknown 
The tap is a great concept  I love my echo so a portable one was that much better. However the sound is pretty terrible  no bass and can be scratchy..,Tap
We love this speaker for listening to music  the weather  news  or just anything. It is super portable and even has a hands-free option so it is really like a mini Echo!..,Speaker
I returned it because I wanted better sound...,Unknown    
We have bought two Taps  one for ourselves and one as a gift for our son. We love the portability of the Tap. It's perfect for our deck.,Tap
Music  full home automation control  an assistant  calling  shopping and lists  much much more...,Unknown    
Great speaker and Echo substitute. This is great for on the go as a Bluetooth speaker and when connected to the internet it works great using the Alexa app..,Speaker
Great sound and portablebility. Nice style  lithium battery  requires wifi and there are internet radio stations and news. Amazon has features available as well.,Unknown    
Love it  take it with me everywhere  Not all of us are computer/technical savvy. Need better written  printable instructions on how to use. Step 1  step 2  etc.,Computer/technical product 
Love Alexa. We currently have three devices that we use on a daily basis. I use one at work basically for streaming music.,Alexa
From latest news flash  to weather info  to hearing a joke while cooking and waiting for Alexa to set a timer  the Amazon Tap is a fun tool to have around the house!...,Amazon Tap
I wanted a speaker to listen to Pandora and go so much more! Being able to speak to Alexa and get news  weather  timer  light controls and so much more! Love the product!...,Speaker 
For the price  you should be able to use as a speaker when talking on the phone. I had to use my daughter's Beats Pill for this function  therefore it's not worth all the hype..,Beats Pill
I already own an echo dot but don't love the sound quality for music playback - the tab does a great job especially when you consider its size and price - overall very happy...,Echo Dot 
Much better than the echo dot. However  the fact that you have to touch the button to activate it instead of just talking to it is a bit annoying. Speaker is fairly powerful for its size.,Echo Dot 
Amazon tap is one of my best buys this year so far...,Amazon Tap 
Easy set up and amazing usefulness  love it. I use it all the time and continue to find new ways to take advantage of all there is within Alexa. Will purchase another one for bedroom!.,Alexa 
Guys  the Tap does everything Echo does and it's portable! Use it at home for everything  at work on your desk for music  weather  etc  and even poolside as a portable speaker...,Unknown    
My wife uses the Tap mostly to listen to music. She loves the fact that she can take it into aNY room of the house. No more having to turn up the sound to hear I'm different parts of the house.,Tap
"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking.",Echo Tap
Love the tablet  not only for reading (upgrade from Kindle) but for searching the Internet  email  etc. And I can take it anywhere. Cheaper than an iPAD and does enough for what I need.,Tablet
This tablet is certainly large which makes it cumbersome when reading in a reclining position. However  its terrific for reading or watching films on a plane  desk or otherwise sitting up..,Tablet
I bought this Tablet for my Wife. She uses it every day. It is very usefulto her.,Tablet
This is the best kindle ereader yet. The size and weight make it perfect for comfortable reading. You will find yourself reading more books than ever with it.,Kindle ereader 
I love it!! It can do it all!! Beautiful color graphics and in no time at all  I can watch a movie or play games or read my favorite novel. I love it!!..,Unknown
Very easy to use and does everything I need it to do. Would have given it 5 stars but it hasn't changed enough from the last Kindle that I purchased several years ago..,Kindle
Very nice Kindle with a great Battery life. My old kindle was not able to upgrade so I got the new Kindle and very pleased with the product. Arrived as promised from BESTBUY.,Kindle 
I love the 2 cameras  and the video capabilities. I have set up the picture albums and can even share on Facebook and messenger. I like the side charger.,Unknown    
The store representative took his time with me to choose the right size and the lady at the check out got me hooked up with Best Buy Program membership...,Unknown    
"I had reviewed and looked at this Samsung 65"" 4k HDTV and at this timeit was the best for the money..Very satisfied with TV and would recommend it to anyone.","Samsung 65"" 4k HDTV"
This tablet was SO easy to set up  even this old technologically-challenged grandma did it without help! I am able to load many books on it. It is convenient and easy to handle..,Tablet
The store representative took his time with me to choose the right size and the lady at the check out got me hooked up with Best Buy Program membership...,Unknown    
I go this tablet after problems with 2 Samsung tablets. so far like it. all apps I use available.,Tablet
I use my Kindle fire HD 10 in 3 ways 1 for reading Kindle books  2 for streaming TV shows or movies while riding my exercise bike  3 to surf the internet...,Kindle Fire HD 10
The Amazon fire HD10 is one of the best deals on the market. I've had a IPad and would rather have the HD10! It's what-1/3 of the price of a IPad and just as good  if not better..,Amazon Fire HD10
I bought this Tablet for my Wife. She uses it every day. It is very usefulto her.,Tablet
I like this so much more than the Voyage. The shape makes for easier holding. I only wish this devise was maybe 2 inches taller then it would look like a real book.,Unknown    
I love it!! It can do it all!! Beautiful color graphics and in no time at all  I can watch a movie or play games or read my favorite novel. I love it!!..,Unknown
I go this tablet after problems with 2 Samsung tablets. so far like it. all apps I use available.,Unknown    
Nice tablet and very fast/capable. The storage options are way better than the previous models. I would highly recommend this tablet to anyone in the market for one.,Tablet
Small  light  but comfortable to hold with either hand. If you keep it in airplane mode with medium lighting  the battery last for weeks. Lovin' it so far.,Unknown    
"I got this for my mom to use as her ""computer"" and I am so happy with it. It's ease of use and ability to store pics for my mom is a big plus. Thanks !!!!.",Computer
My husband is up in years & really enjoys spending time on his Kindle. He had a smaller one & it gave out on him so this one is ideal. He spends hours on it & has hours of fun!!!.,Kindle
Even though the ppi is lower than the other tablets I didn't really notice it. I like the letterbox format which allows the use of more of the screen area when viewing movies and TV..,Tablet 
Can't live without this  use for email  banking  social media  reading  watching movies  tv shows  online college courses. Even prints to wireless printer..,Unknown    
This is so far the best Kindle I have ever owned. I love the screen and the resolution on it. The device out performs all of the other e readers on the market.,Kindle
Exceeded my expectation. Easy to read  books load and store with ease ! Great for saving space for avid reader. I can travel with many books dont have to worry about space.,Unknown    
The best kindle that I ever had!It is great if you love reading and really want to have the feel of handling a book.Great for indoor and outdoor reading..,Kindle
This is my third Kindle and the best one yet. Love the new controls  the backlit page  the compact size and the ease of use. I would recommend the Kindle Voyage to all readers!.,Kindle Voyage
Great alternative to using tablet for reading. Only problem is trying to read a *.pdf file - it only enlarges the page and does not resize the document to easily move forward.,Unknown    
Love my Kindle Voyage. The size is much smaller than my older Kindle and the weight is much less. This helps as I take fm Kindle everywhere.,Kindle Voyage
excellent screen  the small changes to the form make a huge different (I adore the flatness so much)  and the brightness is a perfect for daylight. IMO  worth the cost..,Unknown    
I have a previous version of the Kindle  but this one surpasses it in every way  from the resolution to the automatic brightness display. Recommend it highly..,Kindle
New kindle is so much better than paperwhite. Kitty hair always used to get stuck around the borders of the paperwhite - not a problem with the voyage..,Kindle
My first ebook reader. Read some reviews  decided to go with this because of the backlight and adaptive light. Sometimes I have to adjust the light manually but no biggie  quick and easy on the eyes.,Unknown    
This is a great tablet for the price. I have one that I purchased a few years ago and use it much more than my laptop. Recently purchased two more for gifts.,Tablet
I was looking for and cost effective solution to satisfy my childrens desires to have there own SmartPhone to play Games.I like the Parental controls  to limit certain actions and downloads..,Unknown    
Most of the Kindles I have purchased have been gifts  but this one was for me. It is just what I expected from the reviews. Great tablet for the money.,Kindle 
Got this thing around Black Friday and only paid about 50 something bucks. Awesome equipment you can actually stream the web very glad I bought it can't believe it so inexpensive!..,Equipment
I have a couple of iPads and decided to get this for general browsing  movie watching etc. Very pleased with the overall package. An added bonus is the very nice Amazon integration.,iPad
This was purchased as a gift for an avid reader and as a streaming media device. I looked at the bigger kindle but this one is the right compromise between size and portability for the planned uses..,Kindle
So far the tablet works great. I got this for my daughter for Christmas and she downloads games no problem. The 16gb is great I'm glad I purchased the larger storage capacity.,Tablet
A perfect tablet at a reasonable cost. Why pay higher prices for bells and whistles you don't use. The back lit feature is great for reading in low light conditions.,Unknown    
I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies..,Tablet
I had bought this tablet for my sister who is wheel chair bound or she lays in her bed. She gets a lot of Joy from using the tablet.Its big screen helps her see things better.,Tablet
Bought this tablet for my mom who struggles with technology. The Fire HD8 was easy to setup and has many great features. She is catching on well and learning new applications daily.,Fire HD8
It was well worth the Black Friday price! The screen is so clear  it is easy to handle especially for people with not so big hands  easy and fast when navigating...,Unknown    
I gave my husband this tablet for Christmas. He is very pleased with the product. He likes it much better than the last tablet that I purchased him 3 years ago.,Tablet
My husband is a truck driver and being on the road away from home  he likes to have shows and movies to watch. This has so much space for him to download things to watch..,Unknown    
Bought one to replace the smaller (non HD) version. Lot faster and picture is noticeably better. Would recommend for anyone not wanting to spend the extra $50 or so on the big names.,Television
Bought for my daughter instead of an I-pad. Works well  love the Amazon Underground App Store  but battery life doesn't seem to last as long as older I-pads. Easy enough though for a child to use.,Tablet 
This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!...,Tablet
I use most of Amazon services (Prime  Kindle  Music  Video  Alexa) and this is the best companion to access all services seamlessly. This tablet also has great features/expansion and performance..,Amazon Tablet 
Very easy to use and navigate. My 6 and 4 year old grandsons can use them with ease. Some apps are limited as you do not have Google Play  but there is plenty of games and learning games available.,Unknown    
I can play games  surf the internet or watch movies. I can check my e-mail or just about do anything I can do on a regular computer.I strongly recommend it.,Computer
Love love love my kindle fire. Had the original and then bought and iPad then bought this kindle and I am wondering why I even bought the iPad. Will not switch again.,Kindle Fire
My only dislike is that being a Kindle  my Kindle books cannot be sorted into categories. It's harder to find new books I've downloaded some time ago when I have to search through all of them..,Kindle
seems a lot better  does not have the open cover feature  which I miss  but still getting used to the differences and trying to get my thing back on that I had on the old 1...,Unknown    
Once taking time to install google play store  It functioned as good as any other android tablet. The down side is camera which doesn't produce clear pictures..,Android Tablet
We love this so much in our home. We bought a super tough case and let our two and six year old use it. They love watching their movies on it and playing different apps.,Tablet 
I purchased two of these tablets as a gift for Christmas. It has an exceptional HD screen which provides rich colors and makes it easy for those that like to read book  articles etc..,Unknown    
Excellent pick up during the Black Friday Sales. Not too big not to small. This tablet bundled up with Amazon Prime service is a great combo of inexpensive entertainment.,Tablet
I bought this for my mom because she is too scared to even use her laptop. I thought this looked more user friendly since she knows my 5 year old nephew can use an iPad..,iPad
Bought it on sale for Christmas gift and we'll worth the money. Does everything needed with good functionality. Easy to use for those not too tech savvy.,Unknown    
i bought this on a whim because my brother recommended i try it sometimes. hard to believe how important this is in my life. this has opened up my long forgotten youth with music and videos anytime.,Unknown    
We got this for a young girl who is 9. She loves it and there a lot of Apps that she likes. There are parental controls which is a plus  recommend for almost any age group.,App
"We bought this to replace a Kindle Fire pad and they have come a long way in this build  I would recommend this or if you like a bigger one then get then10"" version...",Kindle Fire Pad
Purchased this tablet for my two year old son. It is easy for him to use and has been surprisingly durable. Would recommend the replacement plan if purchasing for a child.,Tablet
I have only used this a few times so far  but I like it. The lightweight and pretty easy to navigate. Perfect screen size too.,Unknown    
I bought two of these Amazon Fire HD tablets in December as Christmas gifts. Both recipients are happy with these as gifts. I plan to purchase one in the near future for myself.,Amazon Fire HD tablets 
I bought this as a present for a friend  and he uses it all the time. The HD screen is crystal clear  and this tablet competes well with the bigger names..,Tablet
The Amazon-Fire is an inexpensive WiFi device we use for answering messages and is quickly shifted from person to person as well as moved from room to room...,Amazon-Fire
Prior to using the device I decided to recharge it to 100% and was shocked to find out that it takes 6 hours. Unless you have a lot of time don't buy this device..,Device 
The Amazon Fire HD8 tablet is a high quality  inexpensive piece of technology that works great for anyone looking to purchase one that won't break the bank...,Amazon Fire HD8 Tablet
This is a good tablet for basic use. I ened up returning it and going with an iPad which met my needs more. This tablet would be good for someone with limited computer knowledge/use.,Tablet
This is my third Kindle  I still have the other two; however  this has a camera and much larger screen. I would take this product any day over a tablet..,Kindle
I purchased this tablet mostly for entertainment. I enjoy playing games and this tablet is great for that purpose. Also plan on using it for reading electronic books.,Tablet
I had to sideload google play services to be able to download from the google play store or use google chrome as a web browser  as this tablet was designed to be exclusive to Amazon...,Tablet 
I am an avid Amazon user for shopping and tablets  I bought a different model for my younger brother and now purchased this one for my grandparents and they love it!...,Tablets
I purchased this Kindle Fire HD 8 was purchased for use by 5 and 8 yer old grandchildren. They basically use it to play Amazon games that you download..,Kindle Fire HD 8
I bought this for my husband who is in a nursing home to be able to listen to music.. He loves it.,Music listening device
Was told by sales person I could come back in a week with receipt to get $30 off (Black Friday price). Customer service lady said they don't do that. I was misled.,Unknown    
I love the Amazon HD8! It is a great tablet for reading and surfing the web! It has a fast processor and amazing resolution. I would definitely purchase this product again..,Amazon HD8 
Bought this so the grandkids could use it. They already have one at their house. My husband has been using it also & he likes it.,Unknown    
"For under $100 this 8"" tablet is a bargain. I do all I want on it like; check email  Facebook  Twitter  watch YouTube  read books  and shop on eBay or Amazon. I've been very pleased with my purchase.","8"" tablet "
I HAVE BEEN WITH AMAZON PRIME FOR 2 YEARS AND THIS NEW FIRE HD MAKES IT WORTH IT. i WATCH MOVIES WHEN I FLY BECAUSE I CAN DOWNLOAD THEM. THE BATTERY LAST FOR DAYS.,Amazon Fire HD
I've had this tablet for a few months now and i like it. The picture is excellent  the sound from the speakers is more than sufficient and the wifi is quick..,Tablet 
I needed a kindle for my schooling so I decided to look into this and read some reviews. After reading the reviews I decided on this kindle and it is perfect compared to my other tablet..,Kindle
Purchased this for my 80 year old mother in law to replace her old cracked screen one. Everything was perfect easy to use and set up. She has zero problems using this for online and reading books.,Unknown    
Bought this for my mom and it was just what she needed and at a great price. Been wanting to get an Ipad for myself  but think this might be a great less expensive option for me as well..,Ipad
What I expected. A better then budget tablet ata good price. Bought for the integration with Alexa and it works well  more info about your Alexa request will show up automatically on the tablet.,Unknown    
Great tablet - lag free when running apps...,Tablet
This Amazon Fire is perfect for what I need - nice screen and memory size  really nice apps preinstalled and it's just ready to use! The Black Friday price was beyond wonderful!!!!!...,Amazon Fire
I bought this for my wife  this is her third Amazon Fire tablet. She mostly uses it for reading but she really likes the speed and the additional features on this one. She's very happy with it.,Amazon Fire Tablet
This was purchased on Black Friday as an impulse buy and we absolutely love it! It was a great price and the size of the tablet is perfect. It works great!..,Tablet
This is a great tablet without the steep cost of an iPad. I haven't used it too much so far but the picture and sound is pretty good and being able to stream movies/shows is quite nice..,Tablet
A viable substitute for the more expensive I Pad especially for kids wanting a tablet. You can download books  games  email and access the internet. Parental controls are easily enabled.,Tablet 
Love using this Kindle to look up real estate sales  play mind games  and take pictures. Love the bigger screen and the great resolution. Sound is also far superior to my older model Lindle.,Kindle
Excellent value for my 3 yr old  everything you need plus HD and the wife can order off amazon prime  so happy wife and kid for the price cant beat it  2nd one I have owned...,Unknown    
I'm loving this new fire  mainly because I didn't fork out a couple hundred for it. My only beef is that magazines are formatted for the demensions of an iPad so don't look great on this..,Fire 
Good picture  works well  great variety of apps. keep in mind that you get apps from amazon  not google play  so they aren't always the same or same price..,Unknown    
Works better than what I expected. Able to surf the net and watch movies. The battery life and screen are awesome.,Unknown    
